"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","c2clink__enabled_mask","c2clink__present","device__attribute_architecture","device__attribute_async_engine_count","device__attribute_can_flush_remote_writes","device__attribute_can_map_host_memory","device__attribute_can_tex2d_gather","device__attribute_can_use_64_bit_stream_mem_ops","device__attribute_can_use_64_bit_stream_mem_ops_v1","device__attribute_can_use_host_pointer_for_registered_mem","device__attribute_can_use_stream_mem_ops_v1","device__attribute_can_use_stream_wait_value_nor","device__attribute_can_use_stream_wait_value_nor_v1","device__attribute_chip","device__attribute_clock_rate","device__attribute_cluster_launch","device__attribute_compute_capability_major","device__attribute_compute_capability_minor","device__attribute_compute_mode","device__attribute_compute_preemption_supported","device__attribute_concurrent_kernels","device__attribute_concurrent_managed_access","device__attribute_confidential_computing_mode","device__attribute_cooperative_launch","device__attribute_cooperative_multi_device_launch","device__attribute_deferred_mapping_cuda_array_supported","device__attribute_device_index","device__attribute_direct_managed_mem_access_from_host","device__attribute_display_name","device__attribute_dma_buf_supported","device__attribute_ecc_enabled","device__attribute_export_control_chip","device__attribute_fb_bus_width","device__attribute_fbp_count","device__attribute_generic_compression_supported","device__attribute_global_l1_cache_supported","device__attribute_global_memory_bus_width","device__attribute_gpu_direct_rdma_flush_writes_options","device__attribute_gpu_direct_rdma_supported","device__attribute_gpu_direct_rdma_with_cuda_vmm_supported","device__attribute_gpu_direct_rdma_writes_ordering","device__attribute_gpu_overlap","device__attribute_gpu_pci_device_id","device__attribute_gpu_pci_ext_device_id","device__attribute_gpu_pci_ext_downstream_link_rate","device__attribute_gpu_pci_ext_downstream_link_width","device__attribute_gpu_pci_ext_gen","device__attribute_gpu_pci_ext_gpu_gen","device__attribute_gpu_pci_ext_gpu_link_rate","device__attribute_gpu_pci_ext_gpu_link_width","device__attribute_gpu_pci_revision_id","device__attribute_gpu_pci_sub_system_id","device__attribute_handle_type_fabric_supported","device__attribute_handle_type_posix_file_descriptor_supported","device__attribute_handle_type_win32_handle_supported","device__attribute_handle_type_win32_kmt_handle_supported","device__attribute_host_native_atomic_supported","device__attribute_host_numa_id","device__attribute_host_register_supported","device__attribute_implementation","device__attribute_integrated","device__attribute_ipc_event_supported","device__attribute_kernel_exec_timeout","device__attribute_l2_cache_size","device__attribute_l2s_count","device__attribute_limits_max_cta_per_sm","device__attribute_limits_num_tpcs","device__attribute_local_l1_cache_supported","device__attribute_managed_memory","device__attribute_max_access_policy_window_size","device__attribute_max_block_dim_x","device__attribute_max_block_dim_y","device__attribute_max_block_dim_z","device__attribute_max_blocks_per_multiprocessor","device__attribute_max_gpu_frequency_khz","device__attribute_max_grid_dim_x","device__attribute_max_grid_dim_y","device__attribute_max_grid_dim_z","device__attribute_max_ipc_per_multiprocessor","device__attribute_max_ipc_per_scheduler","device__attribute_max_mem_frequency_khz","device__attribute_max_persisting_l2_cache_size","device__attribute_max_pitch","device__attribute_max_registers_per_block","device__attribute_max_registers_per_multiprocessor","device__attribute_max_registers_per_thread","device__attribute_max_shared_memory_per_block","device__attribute_max_shared_memory_per_block_optin","device__attribute_max_shared_memory_per_multiprocessor","device__attribute_max_threads_per_block","device__attribute_max_threads_per_multiprocessor","device__attribute_max_warps_per_multiprocessor","device__attribute_max_warps_per_scheduler","device__attribute_maximum_surface1d_layered_layers","device__attribute_maximum_surface1d_layered_width","device__attribute_maximum_surface1d_width","device__attribute_maximum_surface2d_height","device__attribute_maximum_surface2d_layered_height","device__attribute_maximum_surface2d_layered_layers","device__attribute_maximum_surface2d_layered_width","device__attribute_maximum_surface2d_width","device__attribute_maximum_surface3d_depth","device__attribute_maximum_surface3d_height","device__attribute_maximum_surface3d_width","device__attribute_maximum_surfacecubemap_layered_layers","device__attribute_maximum_surfacecubemap_layered_width","device__attribute_maximum_surfacecubemap_width","device__attribute_maximum_texture1d_layered_layers","device__attribute_maximum_texture1d_layered_width","device__attribute_maximum_texture1d_linear_width","device__attribute_maximum_texture1d_mipmapped_width","device__attribute_maximum_texture1d_width","device__attribute_maximum_texture2d_gather_height","device__attribute_maximum_texture2d_gather_width","device__attribute_maximum_texture2d_height","device__attribute_maximum_texture2d_layered_height","device__attribute_maximum_texture2d_layered_layers","device__attribute_maximum_texture2d_layered_width","device__attribute_maximum_texture2d_linear_height","device__attribute_maximum_texture2d_linear_pitch","device__attribute_maximum_texture2d_linear_width","device__attribute_maximum_texture2d_mipmapped_height","device__attribute_maximum_texture2d_mipmapped_width","device__attribute_maximum_texture2d_width","device__attribute_maximum_texture3d_depth","device__attribute_maximum_texture3d_depth_alternate","device__attribute_maximum_texture3d_height","device__attribute_maximum_texture3d_height_alternate","device__attribute_maximum_texture3d_width","device__attribute_maximum_texture3d_width_alternate","device__attribute_maximum_texturecubemap_layered_layers","device__attribute_maximum_texturecubemap_layered_width","device__attribute_maximum_texturecubemap_width","device__attribute_mem_sync_domain_count","device__attribute_memory_clock_rate","device__attribute_memory_pools_supported","device__attribute_mempool_supported_handle_types","device__attribute_mps_enabled","device__attribute_multi_gpu_board","device__attribute_multi_gpu_board_group_id","device__attribute_multicast_supported","device__attribute_multiprocessor_count","device__attribute_num_l2s_per_fbp","device__attribute_num_schedulers_per_multiprocessor","device__attribute_num_tex_per_multiprocessor","device__attribute_numa_config","device__attribute_pageable_memory_access","device__attribute_pageable_memory_access_uses_host_page_tables","device__attribute_pci_bus_id","device__attribute_pci_device_id","device__attribute_pci_domain_id","device__attribute_ram_location","device__attribute_ram_type","device__attribute_reserved_shared_memory_per_block","device__attribute_sass_level","device__attribute_single_to_double_precision_perf_ratio","device__attribute_sparse_cuda_array_supported","device__attribute_stream_priorities_supported","device__attribute_surface_alignment","device__attribute_tcc_driver","device__attribute_tensor_map_access_supported","device__attribute_texture_alignment","device__attribute_texture_pitch_alignment","device__attribute_total_constant_memory","device__attribute_total_memory","device__attribute_unified_addressing","device__attribute_unified_function_pointers","device__attribute_virtual_address_management_supported","device__attribute_warp_size","dram__throughput.avg.pct_of_peak_sustained_elapsed","dram__throughput.max.pct_of_peak_sustained_elapsed","dram__throughput.min.pct_of_peak_sustained_elapsed","dram__throughput.sum.pct_of_peak_sustained_elapsed","gpu__time_duration.sum","launch__barrier_count","launch__block_dim_x","launch__block_dim_y","launch__block_dim_z","launch__block_size","launch__context_id","launch__device_id","launch__execution_model","launch__func_cache_config","launch__function_pcs","launch__grid_dim_x","launch__grid_dim_y","launch__grid_dim_z","launch__grid_size","launch__kernel_name","launch__occupancy_limit_blocks","launch__occupancy_limit_registers","launch__occupancy_limit_shared_mem","launch__occupancy_limit_warps","launch__occupancy_per_block_size","launch__occupancy_per_register_count","launch__occupancy_per_shared_mem_size","launch__persisting_l2_cache_size","launch__registers_per_thread","launch__registers_per_thread_allocated","launch__shared_mem_config_size","launch__shared_mem_per_block","launch__shared_mem_per_block_allocated","launch__shared_mem_per_block_driver","launch__shared_mem_per_block_dynamic","launch__shared_mem_per_block_static","launch__sm_count","launch__stack_size","launch__stream_id","launch__thread_count","launch__tpc_count","launch__tpc_enabled","launch__user_grid_dim_x","launch__user_grid_dim_y","launch__user_grid_dim_z","launch__user_grid_size","launch__uses_blocks_as_clusters","launch__uses_cdp","launch__uses_green_context","launch__uses_mps","launch__uses_nvlink_centric_scheduling","launch__uses_vgpu","launch__waves_per_multiprocessor","lts__t_sector_hit_rate.pct","lts__throughput.avg.pct_of_peak_sustained_elapsed","lts__throughput.max.pct_of_peak_sustained_elapsed","lts__throughput.min.pct_of_peak_sustained_elapsed","lts__throughput.sum.pct_of_peak_sustained_elapsed","numa__cpu_affinity","numa__dev_display_name_all","numa__id_cpu","numa__id_memory","nvlink__bandwidth","nvlink__count_logical","nvlink__count_physical","nvlink__destination_ports","nvlink__dev0Id","nvlink__dev0type","nvlink__dev1Id","nvlink__dev1type","nvlink__dev_display_name_all","nvlink__enabled_mask","nvlink__is_direct_link","nvlink__is_nvswitch_connected","nvlink__max_count","nvlink__peer_access","nvlink__peer_atomic","nvlink__source_ports","nvlink__system_access","nvlink__system_atomic","profiler__perfworks_session_reuse","profiler__replayer_bytes_mem_accessible.avg","profiler__replayer_bytes_mem_accessible.max","profiler__replayer_bytes_mem_accessible.min","profiler__replayer_bytes_mem_accessible.sum","profiler__replayer_bytes_mem_backed_up.avg","profiler__replayer_bytes_mem_backed_up.max","profiler__replayer_bytes_mem_backed_up.min","profiler__replayer_bytes_mem_backed_up.sum","profiler__replayer_passes","profiler__replayer_passes_type_warmup","sm__maximum_warps_avg_per_active_cycle","sm__maximum_warps_per_active_cycle_pct","sm__warps_active.avg.pct_of_peak_sustained_active","sm__warps_active.max.pct_of_peak_sustained_active","sm__warps_active.min.pct_of_peak_sustained_active","sm__warps_active.sum.pct_of_peak_sustained_active","smsp__maximum_warps_avg_per_active_cycle"
"39","9926","fsrcnn_gpu_prof","127.0.0.1","deconv_kernel(const double *, double *, const double *, int, int, int, int, int, int, int)","1","7","(32, 8, 1)","(11, 36, 1)","0","8.9","0","0","400","2","0","1","1","1","0","1","0","1","0","402","2,535,000","0","8","9","0","1","1","1","No-CC","1","1","1","0","0","NVIDIA GeForce RTX 4090","0","0","0","384","6","1","1","384","1","0","0","0","1","646,189,278","9,860","32,000","16","3","3","16,000","16","161","1,086,264,408","1","1","0","0","0","0","1","402","0","1","1","75,497,472","48","24","64","1","1","134,213,632","1,024","1,024","64","24","2,535,000","2,147,483,647","65,535","65,535","4","1","10,501,000","51,904,512","2,147,483,647","65,536","65,536","255","49,152","101,376","102,400","1,024","1,536","48","12","2,048","32,768","32,768","65,536","32,768","2,048","32,768","131,072","16,384","16,384","16,384","2,046","32,768","32,768","2,048","32,768","268,435,456","32,768","131,072","32,768","32,768","65,536","32,768","2,048","32,768","65,000","2,097,120","131,072","32,768","32,768","131,072","16,384","32,768","16,384","8,192","16,384","8,192","2,046","32,768","32,768","1","10,501,000","1","9","0","0","0","0","128","8","4","1","0","0","0","1","0","0","1","0","1,024","8","64","1","1","512","0","0","512","32","65,536","25,240,403,968","1","0","1","32","0.907582","0.964141","0.811908","0.907582","24.672000","0","32","8","1","256","1","0","SIMT","CachePreferNone","1","11","36","1","396","","24.000000","8.000000","16.000000","6.000000","2,484","4,976","1,176","14.155776","28","32.000000","16.384000","1.024000","1.024000","1.024000","0","0","128","1,024","7","101376","64","all","11","36","1","396","0","0","0","0","0","0","0.52","86.788750","2.153822","4.594891","1.838341","2.153822","1","1","1","1","0","0","0","0","0","0","0","0","1","97,399,330,739,592","0","0","0","0","0","0","0","0","0","54.860592","54.860592","54.860592","274.302960","54.860592","54.860592","54.860592","274.302960","5.000000","0","48.000000","100.000000","44.484950","64.054710","42.126160","44.484950","12.000000"
"40","9926","fsrcnn_gpu_prof","127.0.0.1","deconv_kernel(const double *, double *, const double *, int, int, int, int, int, int, int)","1","7","(32, 8, 1)","(11, 36, 1)","0","8.9","0","0","400","2","0","1","1","1","0","1","0","1","0","402","2,535,000","0","8","9","0","1","1","1","No-CC","1","1","1","0","0","NVIDIA GeForce RTX 4090","0","0","0","384","6","1","1","384","1","0","0","0","1","646,189,278","9,860","32,000","16","3","3","16,000","16","161","1,086,264,408","1","1","0","0","0","0","1","402","0","1","1","75,497,472","48","24","64","1","1","134,213,632","1,024","1,024","64","24","2,535,000","2,147,483,647","65,535","65,535","4","1","10,501,000","51,904,512","2,147,483,647","65,536","65,536","255","49,152","101,376","102,400","1,024","1,536","48","12","2,048","32,768","32,768","65,536","32,768","2,048","32,768","131,072","16,384","16,384","16,384","2,046","32,768","32,768","2,048","32,768","268,435,456","32,768","131,072","32,768","32,768","65,536","32,768","2,048","32,768","65,000","2,097,120","131,072","32,768","32,768","131,072","16,384","32,768","16,384","8,192","16,384","8,192","2,046","32,768","32,768","1","10,501,000","1","9","0","0","0","0","128","8","4","1","0","0","0","1","0","0","1","0","1,024","8","64","1","1","512","0","0","512","32","65,536","25,240,403,968","1","0","1","32","0.913543","0.971039","0.817717","0.913543","24.512000","0","32","8","1","256","1","0","SIMT","CachePreferNone","1","11","36","1","396","","24.000000","8.000000","16.000000","6.000000","2,484","4,976","1,176","14.155776","28","32.000000","16.384000","1.024000","1.024000","1.024000","0","0","128","1,024","7","101376","64","all","11","36","1","396","0","0","0","0","0","0","0.52","87.366426","2.173726","3.909022","1.857561","2.173726","1","1","1","1","0","0","0","0","0","0","0","0","1","97,399,330,739,592","0","0","0","0","0","0","0","0","0","54.860592","54.860592","54.860592","274.302960","54.860592","54.860592","54.860592","274.302960","5.000000","0","48.000000","100.000000","44.876676","64.267539","42.577698","44.876676","12.000000"
"41","9926","fsrcnn_gpu_prof","127.0.0.1","deconv_kernel(const double *, double *, const double *, int, int, int, int, int, int, int)","1","7","(32, 8, 1)","(11, 36, 1)","0","8.9","0","0","400","2","0","1","1","1","0","1","0","1","0","402","2,535,000","0","8","9","0","1","1","1","No-CC","1","1","1","0","0","NVIDIA GeForce RTX 4090","0","0","0","384","6","1","1","384","1","0","0","0","1","646,189,278","9,860","32,000","16","3","3","16,000","16","161","1,086,264,408","1","1","0","0","0","0","1","402","0","1","1","75,497,472","48","24","64","1","1","134,213,632","1,024","1,024","64","24","2,535,000","2,147,483,647","65,535","65,535","4","1","10,501,000","51,904,512","2,147,483,647","65,536","65,536","255","49,152","101,376","102,400","1,024","1,536","48","12","2,048","32,768","32,768","65,536","32,768","2,048","32,768","131,072","16,384","16,384","16,384","2,046","32,768","32,768","2,048","32,768","268,435,456","32,768","131,072","32,768","32,768","65,536","32,768","2,048","32,768","65,000","2,097,120","131,072","32,768","32,768","131,072","16,384","32,768","16,384","8,192","16,384","8,192","2,046","32,768","32,768","1","10,501,000","1","9","0","0","0","0","128","8","4","1","0","0","0","1","0","0","1","0","1,024","8","64","1","1","512","0","0","512","32","65,536","25,240,403,968","1","0","1","32","0.957111","1.010402","0.895293","0.957111","24.448000","0","32","8","1","256","1","0","SIMT","CachePreferNone","1","11","36","1","396","","24.000000","8.000000","16.000000","6.000000","2,484","4,976","1,176","14.155776","28","32.000000","16.384000","1.024000","1.024000","1.024000","0","0","128","1,024","7","101376","64","all","11","36","1","396","0","0","0","0","0","0","0.52","87.480019","2.180868","4.492680","1.867744","2.180868","1","1","1","1","0","0","0","0","0","0","0","0","1","97,399,330,739,592","0","0","0","0","0","0","0","0","0","54.860592","54.860592","54.860592","274.302960","54.860592","54.860592","54.860592","274.302960","5.000000","0","48.000000","100.000000","44.573082","64.098109","42.204267","44.573082","12.000000"
"42","9926","fsrcnn_gpu_prof","127.0.0.1","deconv_kernel(const double *, double *, const double *, int, int, int, int, int, int, int)","1","7","(32, 8, 1)","(11, 36, 1)","0","8.9","0","0","400","2","0","1","1","1","0","1","0","1","0","402","2,535,000","0","8","9","0","1","1","1","No-CC","1","1","1","0","0","NVIDIA GeForce RTX 4090","0","0","0","384","6","1","1","384","1","0","0","0","1","646,189,278","9,860","32,000","16","3","3","16,000","16","161","1,086,264,408","1","1","0","0","0","0","1","402","0","1","1","75,497,472","48","24","64","1","1","134,213,632","1,024","1,024","64","24","2,535,000","2,147,483,647","65,535","65,535","4","1","10,501,000","51,904,512","2,147,483,647","65,536","65,536","255","49,152","101,376","102,400","1,024","1,536","48","12","2,048","32,768","32,768","65,536","32,768","2,048","32,768","131,072","16,384","16,384","16,384","2,046","32,768","32,768","2,048","32,768","268,435,456","32,768","131,072","32,768","32,768","65,536","32,768","2,048","32,768","65,000","2,097,120","131,072","32,768","32,768","131,072","16,384","32,768","16,384","8,192","16,384","8,192","2,046","32,768","32,768","1","10,501,000","1","9","0","0","0","0","128","8","4","1","0","0","0","1","0","0","1","0","1,024","8","64","1","1","512","0","0","512","32","65,536","25,240,403,968","1","0","1","32","0.923198","0.980730","0.825877","0.923198","24.256000","0","32","8","1","256","1","0","SIMT","CachePreferNone","1","11","36","1","396","","24.000000","8.000000","16.000000","6.000000","2,484","4,976","1,176","14.155776","28","32.000000","16.384000","1.024000","1.024000","1.024000","0","0","128","1,024","7","101376","64","all","11","36","1","396","0","0","0","0","0","0","0.52","87.268329","2.176801","5.646917","1.833061","2.176801","1","1","1","1","0","0","0","0","0","0","0","0","1","97,399,330,739,592","0","0","0","0","0","0","0","0","0","54.860592","54.860592","54.860592","274.302960","54.860592","54.860592","54.860592","274.302960","5.000000","0","48.000000","100.000000","45.025129","64.280367","42.695290","45.025129","12.000000"
"43","9926","fsrcnn_gpu_prof","127.0.0.1","deconv_kernel(const double *, double *, const double *, int, int, int, int, int, int, int)","1","7","(32, 8, 1)","(11, 36, 1)","0","8.9","0","0","400","2","0","1","1","1","0","1","0","1","0","402","2,535,000","0","8","9","0","1","1","1","No-CC","1","1","1","0","0","NVIDIA GeForce RTX 4090","0","0","0","384","6","1","1","384","1","0","0","0","1","646,189,278","9,860","32,000","16","3","3","16,000","16","161","1,086,264,408","1","1","0","0","0","0","1","402","0","1","1","75,497,472","48","24","64","1","1","134,213,632","1,024","1,024","64","24","2,535,000","2,147,483,647","65,535","65,535","4","1","10,501,000","51,904,512","2,147,483,647","65,536","65,536","255","49,152","101,376","102,400","1,024","1,536","48","12","2,048","32,768","32,768","65,536","32,768","2,048","32,768","131,072","16,384","16,384","16,384","2,046","32,768","32,768","2,048","32,768","268,435,456","32,768","131,072","32,768","32,768","65,536","32,768","2,048","32,768","65,000","2,097,120","131,072","32,768","32,768","131,072","16,384","32,768","16,384","8,192","16,384","8,192","2,046","32,768","32,768","1","10,501,000","1","9","0","0","0","0","128","8","4","1","0","0","0","1","0","0","1","0","1,024","8","64","1","1","512","0","0","512","32","65,536","25,240,403,968","1","0","1","32","0.915948","0.973028","0.838597","0.915948","24.448000","0","32","8","1","256","1","0","SIMT","CachePreferNone","1","11","36","1","396","","24.000000","8.000000","16.000000","6.000000","2,484","4,976","1,176","14.155776","28","32.000000","16.384000","1.024000","1.024000","1.024000","0","0","128","1,024","7","101376","64","all","11","36","1","396","0","0","0","0","0","0","0.52","88.217194","2.175606","3.930182","1.852356","2.175606","1","1","1","1","0","0","0","0","0","0","0","0","1","97,399,330,739,592","0","0","0","0","0","0","0","0","0","54.860592","54.860592","54.860592","274.302960","54.860592","54.860592","54.860592","274.302960","5.000000","0","48.000000","100.000000","44.967135","64.388422","42.613390","44.967135","12.000000"
"44","9926","fsrcnn_gpu_prof","127.0.0.1","deconv_kernel(const double *, double *, const double *, int, int, int, int, int, int, int)","1","7","(32, 8, 1)","(11, 36, 1)","0","8.9","0","0","400","2","0","1","1","1","0","1","0","1","0","402","2,535,000","0","8","9","0","1","1","1","No-CC","1","1","1","0","0","NVIDIA GeForce RTX 4090","0","0","0","384","6","1","1","384","1","0","0","0","1","646,189,278","9,860","32,000","16","3","3","16,000","16","161","1,086,264,408","1","1","0","0","0","0","1","402","0","1","1","75,497,472","48","24","64","1","1","134,213,632","1,024","1,024","64","24","2,535,000","2,147,483,647","65,535","65,535","4","1","10,501,000","51,904,512","2,147,483,647","65,536","65,536","255","49,152","101,376","102,400","1,024","1,536","48","12","2,048","32,768","32,768","65,536","32,768","2,048","32,768","131,072","16,384","16,384","16,384","2,046","32,768","32,768","2,048","32,768","268,435,456","32,768","131,072","32,768","32,768","65,536","32,768","2,048","32,768","65,000","2,097,120","131,072","32,768","32,768","131,072","16,384","32,768","16,384","8,192","16,384","8,192","2,046","32,768","32,768","1","10,501,000","1","9","0","0","0","0","128","8","4","1","0","0","0","1","0","0","1","0","1,024","8","64","1","1","512","0","0","512","32","65,536","25,240,403,968","1","0","1","32","0.914387","0.971370","0.849949","0.914387","24.480000","0","32","8","1","256","1","0","SIMT","CachePreferNone","1","11","36","1","396","","24.000000","8.000000","16.000000","6.000000","2,484","4,976","1,176","14.155776","28","32.000000","16.384000","1.024000","1.024000","1.024000","0","0","128","1,024","7","101376","64","all","11","36","1","396","0","0","0","0","0","0","0.52","87.641814","2.170994","5.140042","1.881449","2.170994","1","1","1","1","0","0","0","0","0","0","0","0","1","97,399,330,739,592","0","0","0","0","0","0","0","0","0","54.860592","54.860592","54.860592","274.302960","54.860592","54.860592","54.860592","274.302960","5.000000","0","48.000000","100.000000","44.807195","64.275345","42.523794","44.807195","12.000000"
"45","9926","fsrcnn_gpu_prof","127.0.0.1","deconv_kernel(const double *, double *, const double *, int, int, int, int, int, int, int)","1","7","(32, 8, 1)","(11, 36, 1)","0","8.9","0","0","400","2","0","1","1","1","0","1","0","1","0","402","2,535,000","0","8","9","0","1","1","1","No-CC","1","1","1","0","0","NVIDIA GeForce RTX 4090","0","0","0","384","6","1","1","384","1","0","0","0","1","646,189,278","9,860","32,000","16","3","3","16,000","16","161","1,086,264,408","1","1","0","0","0","0","1","402","0","1","1","75,497,472","48","24","64","1","1","134,213,632","1,024","1,024","64","24","2,535,000","2,147,483,647","65,535","65,535","4","1","10,501,000","51,904,512","2,147,483,647","65,536","65,536","255","49,152","101,376","102,400","1,024","1,536","48","12","2,048","32,768","32,768","65,536","32,768","2,048","32,768","131,072","16,384","16,384","16,384","2,046","32,768","32,768","2,048","32,768","268,435,456","32,768","131,072","32,768","32,768","65,536","32,768","2,048","32,768","65,000","2,097,120","131,072","32,768","32,768","131,072","16,384","32,768","16,384","8,192","16,384","8,192","2,046","32,768","32,768","1","10,501,000","1","9","0","0","0","0","128","8","4","1","0","0","0","1","0","0","1","0","1,024","8","64","1","1","512","0","0","512","32","65,536","25,240,403,968","1","0","1","32","0.983242","1.025992","0.923393","0.983242","24.416000","0","32","8","1","256","1","0","SIMT","CachePreferNone","1","11","36","1","396","","24.000000","8.000000","16.000000","6.000000","2,484","4,976","1,176","14.155776","28","32.000000","16.384000","1.024000","1.024000","1.024000","0","0","128","1,024","7","101376","64","all","11","36","1","396","0","0","0","0","0","0","0.52","88.199955","2.189155","5.983222","1.843237","2.189155","1","1","1","1","0","0","0","0","0","0","0","0","1","97,399,330,739,592","0","0","0","0","0","0","0","0","0","54.860592","54.860592","54.860592","274.302960","54.860592","54.860592","54.860592","274.302960","5.000000","0","48.000000","100.000000","45.129392","64.490308","42.858257","45.129392","12.000000"
"46","9926","fsrcnn_gpu_prof","127.0.0.1","deconv_kernel(const double *, double *, const double *, int, int, int, int, int, int, int)","1","7","(32, 8, 1)","(11, 36, 1)","0","8.9","0","0","400","2","0","1","1","1","0","1","0","1","0","402","2,535,000","0","8","9","0","1","1","1","No-CC","1","1","1","0","0","NVIDIA GeForce RTX 4090","0","0","0","384","6","1","1","384","1","0","0","0","1","646,189,278","9,860","32,000","16","3","3","16,000","16","161","1,086,264,408","1","1","0","0","0","0","1","402","0","1","1","75,497,472","48","24","64","1","1","134,213,632","1,024","1,024","64","24","2,535,000","2,147,483,647","65,535","65,535","4","1","10,501,000","51,904,512","2,147,483,647","65,536","65,536","255","49,152","101,376","102,400","1,024","1,536","48","12","2,048","32,768","32,768","65,536","32,768","2,048","32,768","131,072","16,384","16,384","16,384","2,046","32,768","32,768","2,048","32,768","268,435,456","32,768","131,072","32,768","32,768","65,536","32,768","2,048","32,768","65,000","2,097,120","131,072","32,768","32,768","131,072","16,384","32,768","16,384","8,192","16,384","8,192","2,046","32,768","32,768","1","10,501,000","1","9","0","0","0","0","128","8","4","1","0","0","0","1","0","0","1","0","1,024","8","64","1","1","512","0","0","512","32","65,536","25,240,403,968","1","0","1","32","0.908812","0.965447","0.825711","0.908812","24.672000","0","32","8","1","256","1","0","SIMT","CachePreferNone","1","11","36","1","396","","24.000000","8.000000","16.000000","6.000000","2,484","4,976","1,176","14.155776","28","32.000000","16.384000","1.024000","1.024000","1.024000","0","0","128","1,024","7","101376","64","all","11","36","1","396","0","0","0","0","0","0","0.52","88.500661","2.150211","4.127866","1.848960","2.150211","1","1","1","1","0","0","0","0","0","0","0","0","1","97,399,330,739,592","0","0","0","0","0","0","0","0","0","54.860592","54.860592","54.860592","274.302960","54.860592","54.860592","54.860592","274.302960","5.000000","0","48.000000","100.000000","45.037604","64.481723","42.702144","45.037604","12.000000"
"47","9926","fsrcnn_gpu_prof","127.0.0.1","deconv_kernel(const double *, double *, const double *, int, int, int, int, int, int, int)","1","7","(32, 8, 1)","(11, 36, 1)","0","8.9","0","0","400","2","0","1","1","1","0","1","0","1","0","402","2,535,000","0","8","9","0","1","1","1","No-CC","1","1","1","0","0","NVIDIA GeForce RTX 4090","0","0","0","384","6","1","1","384","1","0","0","0","1","646,189,278","9,860","32,000","16","3","3","16,000","16","161","1,086,264,408","1","1","0","0","0","0","1","402","0","1","1","75,497,472","48","24","64","1","1","134,213,632","1,024","1,024","64","24","2,535,000","2,147,483,647","65,535","65,535","4","1","10,501,000","51,904,512","2,147,483,647","65,536","65,536","255","49,152","101,376","102,400","1,024","1,536","48","12","2,048","32,768","32,768","65,536","32,768","2,048","32,768","131,072","16,384","16,384","16,384","2,046","32,768","32,768","2,048","32,768","268,435,456","32,768","131,072","32,768","32,768","65,536","32,768","2,048","32,768","65,000","2,097,120","131,072","32,768","32,768","131,072","16,384","32,768","16,384","8,192","16,384","8,192","2,046","32,768","32,768","1","10,501,000","1","9","0","0","0","0","128","8","4","1","0","0","0","1","0","0","1","0","1,024","8","64","1","1","512","0","0","512","32","65,536","25,240,403,968","1","0","1","32","0.914387","0.971370","0.849949","0.914387","24.512000","0","32","8","1","256","1","0","SIMT","CachePreferNone","1","11","36","1","396","","24.000000","8.000000","16.000000","6.000000","2,484","4,976","1,176","14.155776","28","32.000000","16.384000","1.024000","1.024000","1.024000","0","0","128","1,024","7","101376","64","all","11","36","1","396","0","0","0","0","0","0","0.52","62.402232","2.181378","4.896827","1.852067","2.181378","1","1","1","1","0","0","0","0","0","0","0","0","1","97,399,330,739,592","0","0","0","0","0","0","0","0","0","54.860592","54.860592","54.860592","274.302960","54.860592","54.860592","54.860592","274.302960","5.000000","0","48.000000","100.000000","44.719241","64.233523","42.386291","44.719241","12.000000"
"48","9926","fsrcnn_gpu_prof","127.0.0.1","deconv_kernel(const double *, double *, const double *, int, int, int, int, int, int, int)","1","7","(32, 8, 1)","(11, 36, 1)","0","8.9","0","0","400","2","0","1","1","1","0","1","0","1","0","402","2,535,000","0","8","9","0","1","1","1","No-CC","1","1","1","0","0","NVIDIA GeForce RTX 4090","0","0","0","384","6","1","1","384","1","0","0","0","1","646,189,278","9,860","32,000","16","3","3","16,000","16","161","1,086,264,408","1","1","0","0","0","0","1","402","0","1","1","75,497,472","48","24","64","1","1","134,213,632","1,024","1,024","64","24","2,535,000","2,147,483,647","65,535","65,535","4","1","10,501,000","51,904,512","2,147,483,647","65,536","65,536","255","49,152","101,376","102,400","1,024","1,536","48","12","2,048","32,768","32,768","65,536","32,768","2,048","32,768","131,072","16,384","16,384","16,384","2,046","32,768","32,768","2,048","32,768","268,435,456","32,768","131,072","32,768","32,768","65,536","32,768","2,048","32,768","65,000","2,097,120","131,072","32,768","32,768","131,072","16,384","32,768","16,384","8,192","16,384","8,192","2,046","32,768","32,768","1","10,501,000","1","9","0","0","0","0","128","8","4","1","0","0","0","1","0","0","1","0","1,024","8","64","1","1","512","0","0","512","32","65,536","25,240,403,968","1","0","1","32","0.965325","1.053082","0.873288","0.965325","24.384000","0","32","8","1","256","1","0","SIMT","CachePreferNone","1","11","36","1","396","","24.000000","8.000000","16.000000","6.000000","2,484","4,976","1,176","14.155776","28","32.000000","16.384000","1.024000","1.024000","1.024000","0","0","128","1,024","7","101376","64","all","11","36","1","396","0","0","0","0","0","0","0.52","88.766908","2.179845","4.204579","1.860692","2.179845","1","1","1","1","0","0","0","0","0","0","0","0","1","97,399,330,739,592","0","0","0","0","0","0","0","0","0","54.860592","54.860592","54.860592","274.302960","54.860592","54.860592","54.860592","274.302960","5.000000","0","48.000000","100.000000","44.572144","64.075906","42.271894","44.572144","12.000000"
